base,Parcelas,grid,species,type
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
ITA,10A,Open,Tayassu pecari,ungulate
ITA,10A,Open,Tayassu pecari,ungulate
ITA,10A,Open,Tayassu pecari,ungulate
ITA,10A,Open,Tayassu pecari,ungulate
ITA,10A,Open,Tayassu pecari,ungulate
ITA,12A,open,Puma concolor,toppredator
ITA,12A,open,Puma concolor,toppredator
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Pecari tajacu,ungulate
ITA,12A,open,Pecari tajacu,ungulate
ITA,12A,open,Puma concolor,toppredator
ITA,12A,open,Puma concolor,toppredator
ITA,12A,open,Puma concolor,toppredator
ITA,12A,open,Puma concolor,toppredator
ITA,12A,open,Puma concolor,toppredator
ITA,12A,open,Puma concolor,toppredator
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Leopardus tigrinus,mesopredator
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12A,open,Tayassu pecari,ungulate
ITA,12F,Closed,Rat,smallrodent
ITA,12F,Closed,Rat,smallrodent
ITA,12F,Closed,Rat,smallrodent
ITA,12F,Closed,Rat,smallrodent
ITA,14A,open,Pecari tajacu,ungulate
ITA,14A,open,Pecari tajacu,ungulate
ITA,14A,open,Pecari tajacu,ungulate
ITA,14A,open,Pecari tajacu,ungulate
ITA,14A,open,Pecari tajacu,ungulate
ITA,14A,open,Euphractus sexcinctus,insetivore
ITA,14A,open,Pecari tajacu,ungulate
ITA,14A,Open,Tayassu pecari,ungulate
ITA,14A,Open,Tayassu pecari,ungulate
ITA,14A,Open,Tayassu pecari,ungulate
ITA,14A,Open,Rat,smallrodent
ITA,14A,Open,Tayassu pecari,ungulate
ITA,14A,Open,Tayassu pecari,ungulate
ITA,14A,Open,Rat,smallrodent
ITA,14A,Open,Rat,smallrodent
ITA,14A,Open,Tayassu pecari,ungulate
ITA,14A,Open,Tayassu pecari,ungulate
ITA,14F,Closed,Rat,smallrodent
ITA,14F,Closed,Rat,smallrodent
ITA,14F,Closed,Rat,smallrodent
ITA,14F,Closed,Rat,smallrodent
ITA,14F,Closed,Rat,smallrodent
ITA,15A,open,Leopardus wiedii,mesopredator
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,open,Sciurus ingrami,smallrodent
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,Open,Tayassu pecari,ungulate
ITA,15A,Open,Tayassu pecari,ungulate
ITA,1A,open,Tayassu pecari,ungulate
ITA,1A,open,Tayassu pecari,ungulate
ITA,1A,open,Tayassu pecari,ungulate
ITA,1A,open,Tayassu pecari,ungulate
ITA,1A,open,Tayassu pecari,ungulate
ITA,1A,open,Tayassu pecari,ungulate
ITA,1A,open,Tayassu pecari,ungulate
ITA,1A,open,Tayassu pecari,ungulate
ITA,1A,open,Tayassu pecari,ungulate
ITA,1A,open,Tayassu pecari,ungulate
ITA,1A,open,Tayassu pecari,ungulate
ITA,1A,open,Tayassu pecari,ungulate
ITA,1A,open,Tayassu pecari,ungulate
ITA,1A,open,Tayassu pecari,ungulate
ITA,1F,Closed,Sciurus ingrami,smallrodent
ITA,2A,Open,Didelphis aurita,marsupial
ITA,2A,Open,Tayassu pecari,ungulate
ITA,2A,Open,Tayassu pecari,ungulate
ITA,2A,Open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Tayassu pecari,ungulate
ITA,4A,open,Cuniculus paca,largerodent
ITA,4A,open,Cuniculus paca,largerodent
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,6A,open,Tayassu pecari,ungulate
ITA,P1,Closed,Rat,Rodent
ITA,P1,Closed,Rat,Rodent
ITA,P1,Closed,Rat,Rodent
ITA,P2,Open,Rat,Rodent
ITA,P2,Open,Rat,Rodent
ITA,P2,Open,Sciurus ingrami,Rodent
ITA,P2,Open,Rat,Rodent
ITA,P2,Open,Rat,Rodent
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Rat,Rodent
ITA,P2,Open,Rat,Rodent
ITA,P2,Open,Sciurus ingrami,Rodent
ITA,P2,Open,Sciurus ingrami,Rodent
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Tayassu pecari,Ungulate
ITA,P2,Open,Rat,Rodent
ITA,P2,Open,Rat,Rodent
ITA,P2,Open,Rat,Rodent
ITA,P2,Open,Rat,Rodent
ITA,P2,Open,Rat,Rodent
ITA,P2,Open,Rat,Rodent
ITA,P2,Open,Rat,Rodent
ITA,P2,Open,Rat,Rodent
ITA,P2,Open,Rat,Rodent
ITA,P2,Open,Rat,Rodent
ITA,P2,Open,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P12,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Closed,Rat,Rodent
ITA,P14,Open,Rat,Rodent
ITA,P14,Open,Rat,Rodent
ITA,P14,Open,Tayassu pecari,Ungulate
ITA,P14,Open,Tayassu pecari,Ungulate
ITA,P14,Open,Tayassu pecari,Ungulate
ITA,P14,Open,Tayassu pecari,Ungulate
ITA,P14,Open,Tayassu pecari,Ungulate
ITA,P14,Open,Tayassu pecari,Ungulate
ITA,P14,Open,Tayassu pecari,Ungulate
ITA,P14,Open,Tayassu pecari,Ungulate
ITA,P14,Open,Tayassu pecari,Ungulate
ITA,P14,Open,Tayassu pecari,Ungulate
ITA,P14,Open,Tayassu pecari,Ungulate
ITA,P14,Open,Tayassu pecari,Ungulate
ITA,P14,Open,Tayassu pecari,Ungulate
ITA,P14,Open,Tayassu pecari,Ungulate
ITA,P14,Open,Tayassu pecari,Ungulate
ITA,P14,Open,Tayassu pecari,Ungulate
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P15,Closed,Rat,Rodent
ITA,P8,Open,Sciurus ingrami,Rodent
ITA,P8,Open,Sciurus ingrami,Rodent
ITA,P1,Open,Sciurus ingrami,Rodent
ITA,P1,Open,Sciurus ingrami,Rodent
ITA,P1,Open,Rat,Rodent
ITA,P1,Open,Sciurus ingrami,Rodent
ITA,P1,Open,Sciurus ingrami,Rodent
ITA,P1,Open,Sciurus ingrami,Rodent
ITA,P1,Open,Rat,Rodent
ITA,P1,Open,Rat,Rodent
ITA,P1,Open,Rat,Rodent
ITA,P1,Open,Rat,Rodent
ITA,P1,Open,Rat,Rodent
ITA,P1,Open,Rat,Rodent
ITA,P1,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Sciurus ingrami,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
