PlotID,site,plot,time,treatment,richness,abundances,SimpsonEvenness,pilou_evenness,life_form
VGM_11_6_closed,VGM,11,6,closed,6,8,0.8888888888888888,0.49609833471221976,trees
CAR_12_6_closed,CAR,12,6,closed,4,6,0.8999999999999999,0.6492127684000335,trees
CBO_12_6_closed,CBO,12,6,closed,1,1,1,0,trees
ITA_12_6_closed,ITA,12,6,closed,1,1,1,0,trees
VGM_12_6_closed,VGM,12,6,closed,10,11,0.9307692307692307,0.40422794084841124,trees
CAR_14_6_closed,CAR,14,6,closed,6,8,0.8888888888888888,0.49609833471221976,trees
CBO_14_6_closed,CBO,14,6,closed,9,12,0.8888888888888888,0.40455076738970547,trees
ITA_14_6_closed,ITA,14,6,closed,4,5,0.8928571428571428,0.6440602861111444,trees
VGM_14_6_closed,VGM,14,6,closed,4,6,0.75,0.5410106403333613,trees
CAR_15_6_closed,CAR,15,6,closed,3,5,0.7575757575757577,0.6895751716869981,trees
CBO_15_6_closed,CBO,15,6,closed,7,12,0.7346938775510204,0.37755796582267404,trees
ITA_15_6_closed,ITA,15,6,closed,5,16,0.4,0.24853397382384476,trees
VGM_15_6_closed,VGM,15,6,closed,4,5,0.8928571428571428,0.6440602861111444,trees
CAR_1_12_closed,CAR,1,12,closed,7,7,1,0.5138983423697507,trees
CBO_1_12_closed,CBO,1,12,closed,14,26,0.39578454332552687,0.149971938420613,trees
ITA_1_12_closed,ITA,1,12,closed,3,3,1,0.9102392266268373,trees
VGM_1_12_closed,VGM,1,12,closed,1,2,1,0,trees
CAR_2_12_closed,CAR,2,12,closed,12,14,0.8166666666666668,0.3286508435785065,trees
CBO_2_12_closed,CBO,2,12,closed,7,12,0.4897959183673469,0.2517053105484493,trees
ITA_2_12_closed,ITA,2,12,closed,4,5,0.8928571428571428,0.6440602861111444,trees
CAR_3_12_closed,CAR,3,12,closed,7,14,0.4827586206896552,0.24808885493712104,trees
CAR_4_12_closed,CAR,4,12,closed,10,19,0.6333333333333334,0.2750531718720595,trees
CBO_4_12_closed,CBO,4,12,closed,7,12,0.6857142857142858,0.35238743476782913,trees
ITA_4_12_closed,ITA,4,12,closed,7,17,0.7243107769423558,0.3722221076312229,trees
VGM_4_12_closed,VGM,4,12,closed,10,26,0.6377358490566037,0.2769651601571681,trees
CAR_5_12_closed,CAR,5,12,closed,4,5,0.8928571428571428,0.6440602861111444,trees
CBO_5_12_closed,CBO,5,12,closed,4,5,0.8928571428571428,0.6440602861111444,trees
VGM_5_12_closed,VGM,5,12,closed,15,23,0.7837037037037038,0.28939777533840644,trees
CBO_6_12_closed,CBO,6,12,closed,5,5,0.9999999999999998,0.6213349345596118,trees
ITA_6_12_closed,ITA,6,12,closed,2,4,0.8,1.1541560327111708,trees
VGM_6_12_closed,VGM,6,12,closed,11,13,0.9037433155080212,0.37689023609998723,trees
VGM_7_12_closed,VGM,7,12,closed,7,27,0.6090225563909775,0.31297568219511135,trees
CAR_8_12_closed,CAR,8,12,closed,10,32,0.3180124223602484,0.13811104020774218,trees
ITA_8_12_closed,ITA,8,12,closed,2,2,1,1.4426950408889634,trees
VGM_8_12_closed,VGM,8,12,closed,9,13,0.8164251207729467,0.3715710852655446,trees
CAR_9_12_closed,CAR,9,12,closed,7,12,0.4897959183673469,0.2517053105484493,trees
CBO_9_12_closed,CBO,9,12,closed,4,14,0.3951612903225807,0.2850486169498356,trees
VGM_9_12_closed,VGM,9,12,closed,10,17,0.6720930232558139,0.29188629132567384,trees
CAR_10_12_closed,CAR,10,12,closed,8,11,0.8897058823529411,0.42785808810677595,trees
ITA_10_12_closed,ITA,10,12,closed,1,1,1,0,trees
VGM_10_12_closed,VGM,10,12,closed,6,11,0.8768115942028986,0.48935786820797766,trees
CAR_11_12_closed,CAR,11,12,closed,5,6,0.9,0.5592014411036507,trees
CBO_11_12_closed,CBO,11,12,closed,11,14,0.890909090909091,0.3715379487234195,trees
VGM_11_12_closed,VGM,11,12,closed,6,10,0.6944444444444443,0.3875768239939216,trees
CAR_12_12_closed,CAR,12,12,closed,2,3,0.8999999999999999,1.298425536800067,trees
CBO_12_12_closed,CBO,12,12,closed,1,1,1,0,trees
ITA_12_12_closed,ITA,12,12,closed,3,3,1,0.9102392266268373,trees
VGM_12_12_closed,VGM,12,12,closed,10,11,0.9307692307692307,0.40422794084841124,trees
CAR_14_12_closed,CAR,14,12,closed,6,8,0.8888888888888888,0.49609833471221976,trees
CBO_14_12_closed,CBO,14,12,closed,10,14,0.890909090909091,0.3869169020592607,trees
ITA_14_12_closed,ITA,14,12,closed,4,5,0.8928571428571428,0.6440602861111444,trees
VGM_14_12_closed,VGM,14,12,closed,5,7,0.7538461538461539,0.46839095066801517,trees
CAR_15_12_closed,CAR,15,12,closed,2,4,0.8,1.1541560327111708,trees
CBO_15_12_closed,CBO,15,12,closed,7,12,0.7346938775510204,0.37755796582267404,trees
ITA_15_12_closed,ITA,15,12,closed,5,17,0.44122137404580153,0.2741462535690501,trees
VGM_15_12_closed,VGM,15,12,closed,5,7,0.7538461538461539,0.46839095066801517,trees
CAR_1_18_closed,CAR,1,18,closed,7,7,1,0.5138983423697507,trees
CBO_1_18_closed,CBO,1,18,closed,13,25,0.3973299427844882,0.15490751956900828,trees
ITA_1_18_closed,ITA,1,18,closed,3,3,1,0.9102392266268373,trees
VGM_1_18_closed,VGM,1,18,closed,2,3,0.8999999999999999,1.298425536800067,trees
CAR_2_18_closed,CAR,2,18,closed,13,16,0.8205128205128205,0.31989435507797337,trees
CBO_2_18_closed,CBO,2,18,closed,8,13,0.4912790697674418,0.23625529254867714,trees
ITA_2_18_closed,ITA,2,18,closed,3,4,0.8888888888888888,0.8091015347794109,trees
CAR_3_18_closed,CAR,3,18,closed,7,14,0.4827586206896552,0.24808885493712104,trees
CAR_4_18_closed,CAR,4,18,closed,10,21,0.6041095890410959,0.2623614609853891,trees
CBO_4_18_closed,CBO,4,18,closed,6,11,0.6954022988505747,0.38811141271667193,trees
ITA_4_18_closed,ITA,4,18,closed,7,16,0.7619047619047619,0.3915415941864767,trees
VGM_4_18_closed,VGM,4,18,closed,10,29,0.6728,0.29219332742450776,trees
CAR_5_18_closed,CAR,5,18,closed,4,5,0.8928571428571428,0.6440602861111444,trees
CBO_5_18_closed,CBO,5,18,closed,4,5,0.8928571428571428,0.6440602861111444,trees
VGM_5_18_closed,VGM,5,18,closed,15,23,0.7837037037037038,0.28939777533840644,trees
CBO_6_18_closed,CBO,6,18,closed,5,5,0.9999999999999998,0.6213349345596118,trees
ITA_6_18_closed,ITA,6,18,closed,3,7,0.6049382716049382,0.5506385445026546,trees
VGM_6_18_closed,VGM,6,18,closed,12,16,0.8205128205128206,0.33019864974920593,trees
VGM_7_18_closed,VGM,7,18,closed,7,27,0.5883777239709443,0.30236633703595506,trees
CAR_8_18_closed,CAR,8,18,closed,10,33,0.3050420168067227,0.13247806464779865,trees
ITA_8_18_closed,ITA,8,18,closed,2,2,1,1.4426950408889634,trees
VGM_8_18_closed,VGM,8,18,closed,9,13,0.8164251207729467,0.3715710852655446,trees
CAR_9_18_closed,CAR,9,18,closed,6,11,0.491869918699187,0.2745178285069143,trees
CBO_9_18_closed,CBO,9,18,closed,5,13,0.3976470588235295,0.24707200927193984,trees
VGM_9_18_closed,VGM,9,18,closed,10,17,0.6720930232558139,0.29188629132567384,trees
CAR_10_18_closed,CAR,10,18,closed,9,12,0.8888888888888888,0.40455076738970547,trees
ITA_10_18_closed,ITA,10,18,closed,2,2,1,1.4426950408889634,trees
VGM_10_18_closed,VGM,10,18,closed,6,12,0.8000000000000002,0.4464885012409979,trees
CAR_11_18_closed,CAR,11,18,closed,5,6,0.9,0.5592014411036507,trees
CBO_11_18_closed,CBO,11,18,closed,12,15,0.8928571428571428,0.3593121467695041,trees
VGM_11_18_closed,VGM,11,18,closed,6,12,0.75,0.41858296991343547,trees
CAR_12_18_closed,CAR,12,18,closed,2,3,0.8999999999999999,1.298425536800067,trees
CBO_12_18_closed,CBO,12,18,closed,1,1,1,0,trees
ITA_12_18_closed,ITA,12,18,closed,3,3,1,0.9102392266268373,trees
VGM_12_18_closed,VGM,12,18,closed,10,11,0.9307692307692307,0.40422794084841124,trees
CAR_14_18_closed,CAR,14,18,closed,6,8,0.8888888888888888,0.49609833471221976,trees
CBO_14_18_closed,CBO,14,18,closed,10,14,0.890909090909091,0.3869169020592607,trees
ITA_14_18_closed,ITA,14,18,closed,4,5,0.8928571428571428,0.6440602861111444,trees
VGM_14_18_closed,VGM,14,18,closed,5,7,0.7538461538461539,0.46839095066801517,trees
CAR_15_18_closed,CAR,15,18,closed,2,5,0.7352941176470587,1.0608051771242375,trees
CBO_15_18_closed,CBO,15,18,closed,6,9,0.6428571428571429,0.3587854027829447,trees
ITA_15_18_closed,ITA,15,18,closed,6,18,0.409090909090909,0.22831798358914657,trees
VGM_15_18_closed,VGM,15,18,closed,5,7,0.7538461538461539,0.46839095066801517,trees
CAR_1_24_closed,CAR,1,24,closed,8,10,0.78125,0.3757018335648343,trees
CBO_1_24_closed,CBO,1,24,closed,12,24,0.39999999999999997,0.16097184175273785,trees
ITA_1_24_closed,ITA,1,24,closed,3,3,1,0.9102392266268373,trees
VGM_1_24_closed,VGM,1,24,closed,2,3,0.8999999999999999,1.298425536800067,trees
CAR_2_24_closed,CAR,2,24,closed,14,18,0.8265306122448981,0.3131916093559801,trees
CBO_2_24_closed,CBO,2,24,closed,8,15,0.6540697674418604,0.3145410699612566,trees
ITA_2_24_closed,ITA,2,24,closed,4,5,0.8928571428571428,0.6440602861111444,trees
CAR_3_24_closed,CAR,3,24,closed,7,15,0.4403131115459883,0.22627617814715054,trees
CAR_4_24_closed,CAR,4,24,closed,10,24,0.4056338028169014,0.176164522236812,trees
CBO_4_24_closed,CBO,4,24,closed,6,11,0.6954022988505747,0.38811141271667193,trees
ITA_4_24_closed,ITA,4,24,closed,8,18,0.75,0.3606737602222409,trees
VGM_4_24_closed,VGM,4,24,closed,10,30,0.6521739130434783,0.28323553167603377,trees
CAR_5_24_closed,CAR,5,24,closed,4,5,0.8928571428571428,0.6440602861111444,trees
CBO_5_24_closed,CBO,5,24,closed,3,4,0.8888888888888888,0.8091015347794109,trees
VGM_5_24_closed,VGM,5,24,closed,14,22,0.7857142857142857,0.2977253570421045,trees
CBO_6_24_closed,CBO,6,24,closed,5,5,0.9999999999999998,0.6213349345596118,trees
ITA_6_24_closed,ITA,6,24,closed,3,8,0.5614035087719298,0.5110114956501542,trees
VGM_6_24_closed,VGM,6,24,closed,13,18,0.7330316742081447,0.28578797163216,trees
VGM_7_24_closed,VGM,7,24,closed,7,27,0.5883777239709443,0.30236633703595506,trees
CAR_8_24_closed,CAR,8,24,closed,9,31,0.30595351798790194,0.139245446798534,trees
ITA_8_24_closed,ITA,8,24,closed,2,2,1,1.4426950408889634,trees
VGM_8_24_closed,VGM,8,24,closed,9,13,0.8164251207729467,0.3715710852655446,trees
CAR_9_24_closed,CAR,9,24,closed,6,11,0.491869918699187,0.2745178285069143,trees
CBO_9_24_closed,CBO,9,24,closed,7,15,0.3694581280788177,0.18986391959473548,trees
VGM_9_24_closed,VGM,9,24,closed,9,16,0.6772486772486772,0.30822915610644225,trees
CAR_10_24_closed,CAR,10,24,closed,9,12,0.8888888888888888,0.40455076738970547,trees
ITA_10_24_closed,ITA,10,24,closed,2,2,1,1.4426950408889634,trees
VGM_10_24_closed,VGM,10,24,closed,6,11,0.8768115942028986,0.48935786820797766,trees
CAR_11_24_closed,CAR,11,24,closed,4,4,1,0.7213475204444817,trees
CBO_11_24_closed,CBO,11,24,closed,12,15,0.8928571428571428,0.3593121467695041,trees
VGM_11_24_closed,VGM,11,24,closed,6,12,0.75,0.41858296991343547,trees
CAR_12_24_closed,CAR,12,24,closed,3,4,0.8888888888888888,0.8091015347794109,trees
CBO_12_24_closed,CBO,12,24,closed,1,1,1,0,trees
ITA_12_24_closed,ITA,12,24,closed,3,3,1,0.9102392266268373,trees
VGM_12_24_closed,VGM,12,24,closed,10,11,0.9307692307692307,0.40422794084841124,trees
CAR_14_24_closed,CAR,14,24,closed,6,8,0.8888888888888888,0.49609833471221976,trees
CBO_14_24_closed,CBO,14,24,closed,9,13,0.8941798941798942,0.40695880767178705,trees
ITA_14_24_closed,ITA,14,24,closed,3,4,0.8888888888888888,0.8091015347794109,trees
VGM_14_24_closed,VGM,14,24,closed,5,7,0.7538461538461539,0.46839095066801517,trees
CAR_15_24_closed,CAR,15,24,closed,2,5,0.7352941176470587,1.0608051771242375,trees
CBO_15_24_closed,CBO,15,24,closed,5,8,0.64,0.3976543581181516,trees
ITA_15_24_closed,ITA,15,24,closed,6,18,0.409090909090909,0.22831798358914657,trees
VGM_15_24_closed,VGM,15,24,closed,5,7,0.7538461538461539,0.46839095066801517,trees
CAR_1_30_closed,CAR,1,30,closed,8,10,0.78125,0.3757018335648343,trees
CBO_1_30_closed,CBO,1,30,closed,12,25,0.3693853427895981,0.14865159736327005,trees
ITA_1_30_closed,ITA,1,30,closed,6,6,1,0.5581106265512472,trees
VGM_1_30_closed,VGM,1,30,closed,3,4,0.8888888888888888,0.8091015347794109,trees
CAR_2_30_closed,CAR,2,30,closed,14,19,0.7813852813852815,0.29608499694820867,trees
CBO_2_30_closed,CBO,2,30,closed,8,13,0.6035714285714285,0.29025650227408906,trees
ITA_2_30_closed,ITA,2,30,closed,5,7,0.890909090909091,0.5535529416985633,trees
CAR_3_30_closed,CAR,3,30,closed,8,17,0.396978021978022,0.19090607454986744,trees
CAR_4_30_closed,CAR,4,30,closed,11,30,0.2943100065402224,0.12273680584755452,trees
CBO_4_30_closed,CBO,4,30,closed,6,12,0.631578947368421,0.35249092203236665,trees
ITA_4_30_closed,ITA,4,30,closed,9,19,0.7292929292929293,0.33191551597200836,trees
VGM_4_30_closed,VGM,4,30,closed,11,33,0.6387096774193548,0.26636262420000245,trees
CAR_5_30_closed,CAR,5,30,closed,4,5,0.8928571428571428,0.6440602861111444,trees
CBO_5_30_closed,CBO,5,30,closed,3,6,0.8571428571428571,0.780205051394432,trees
VGM_5_30_closed,VGM,5,30,closed,17,28,0.7438330170777989,0.2625404185104106,trees
CBO_6_30_closed,CBO,6,30,closed,5,5,0.9999999999999998,0.6213349345596118,trees
ITA_6_30_closed,ITA,6,30,closed,3,7,0.6049382716049382,0.5506385445026546,trees
VGM_6_30_closed,VGM,6,30,closed,12,18,0.6428571428571427,0.25870474567404295,trees
VGM_7_30_closed,VGM,7,30,closed,7,28,0.5714285714285714,0.2936561956398575,trees
CAR_8_30_closed,CAR,8,30,closed,12,34,0.27367424242424243,0.11013461710828892,trees
ITA_8_30_closed,ITA,8,30,closed,3,3,1,0.9102392266268373,trees
VGM_8_30_closed,VGM,8,30,closed,10,15,0.7258064516129032,0.3152137368652634,trees
CAR_9_30_closed,CAR,9,30,closed,8,13,0.4912790697674418,0.23625529254867714,trees
CBO_9_30_closed,CBO,9,30,closed,7,19,0.46460746460746466,0.2387610059143887,trees
VGM_9_30_closed,VGM,9,30,closed,9,15,0.7575757575757576,0.344787585843499,trees
CAR_10_30_closed,CAR,10,30,closed,9,12,0.8888888888888888,0.40455076738970547,trees
ITA_10_30_closed,ITA,10,30,closed,2,2,1,1.4426950408889634,trees
VGM_10_30_closed,VGM,10,30,closed,6,12,0.8000000000000002,0.4464885012409979,trees
CAR_11_30_closed,CAR,11,30,closed,5,5,0.9999999999999998,0.6213349345596118,trees
CBO_11_30_closed,CBO,11,30,closed,12,15,0.8928571428571428,0.3593121467695041,trees
VGM_11_30_closed,VGM,11,30,closed,7,14,0.7777777777777778,0.39969871073202834,trees
CAR_12_30_closed,CAR,12,30,closed,3,3,1,0.9102392266268373,trees
CBO_12_30_closed,CBO,12,30,closed,1,1,1,0,trees
ITA_12_30_closed,ITA,12,30,closed,3,3,1,0.9102392266268373,trees
VGM_12_30_closed,VGM,12,30,closed,10,13,0.8047619047619046,0.3495036544840454,trees
CAR_14_30_closed,CAR,14,30,closed,6,8,0.8888888888888888,0.49609833471221976,trees
CBO_14_30_closed,CBO,14,30,closed,9,15,0.8620689655172414,0.3923444942357058,trees
ITA_14_30_closed,ITA,14,30,closed,3,4,0.8888888888888888,0.8091015347794109,trees
VGM_14_30_closed,VGM,14,30,closed,5,6,0.9,0.5592014411036507,trees
CAR_15_30_closed,CAR,15,30,closed,6,13,0.49415204678362573,0.27579150844199063,trees
CBO_15_30_closed,CBO,15,30,closed,5,8,0.64,0.3976543581181516,trees
ITA_15_30_closed,ITA,15,30,closed,6,19,0.3881720430107527,0.21664294213440888,trees
VGM_15_30_closed,VGM,15,30,closed,6,8,0.7619047619047619,0.4252271440390455,trees
CAR_1_36_closed,CAR,1,36,closed,9,11,0.7908496732026146,0.35993119745701746,trees
CBO_1_36_closed,CBO,1,36,closed,11,24,0.3740259740259741,0.15598094640283502,trees
ITA_1_36_closed,ITA,1,36,closed,6,6,1,0.5581106265512472,trees
VGM_1_36_closed,VGM,1,36,closed,3,4,0.8888888888888888,0.8091015347794109,trees
CAR_2_36_closed,CAR,2,36,closed,14,17,0.8257142857142856,0.31288228430970255,trees
CBO_2_36_closed,CBO,2,36,closed,8,13,0.6035714285714285,0.29025650227408906,trees
ITA_2_36_closed,ITA,2,36,closed,4,7,0.8166666666666668,0.5891004750296601,trees
CAR_3_36_closed,CAR,3,36,closed,9,19,0.49519890260631005,0.2253747330674131,trees
CAR_4_36_closed,CAR,4,36,closed,9,33,0.26247288503253796,0.11945655794126607,trees
CBO_4_36_closed,CBO,4,36,closed,7,15,0.6838905775075987,0.3514502341434465,trees
ITA_4_36_closed,ITA,4,36,closed,8,17,0.6568181818181819,0.31586277789159883,trees
VGM_4_36_closed,VGM,4,36,closed,12,36,0.5744680851063829,0.23118296421935755,trees
CAR_5_36_closed,CAR,5,36,closed,5,5,0.9999999999999998,0.6213349345596118,trees
CBO_5_36_closed,CBO,5,36,closed,3,6,0.8571428571428571,0.780205051394432,trees
VGM_5_36_closed,VGM,5,36,closed,17,28,0.7205882352941178,0.2543360304319603,trees
CBO_6_36_closed,CBO,6,36,closed,5,5,0.9999999999999998,0.6213349345596118,trees
ITA_6_36_closed,ITA,6,36,closed,4,11,0.7756410256410257,0.5595067306011685,trees
VGM_6_36_closed,VGM,6,36,closed,12,17,0.8304597701149424,0.33420159674239397,trees
VGM_7_36_closed,VGM,7,36,closed,8,29,0.5178571428571429,0.24903664396297587,trees
CAR_8_36_closed,CAR,8,36,closed,12,39,0.21160267111853084,0.08515517922437195,trees
ITA_8_36_closed,ITA,8,36,closed,4,4,1,0.7213475204444817,trees
VGM_8_36_closed,VGM,8,36,closed,11,15,0.8181818181818182,0.34120832025620157,trees
CAR_9_36_closed,CAR,9,36,closed,9,17,0.49401709401709404,0.22483686879927864,trees
CBO_9_36_closed,CBO,9,36,closed,8,19,0.43810679611650494,0.21068483404567798,trees
VGM_9_36_closed,VGM,9,36,closed,9,14,0.8376068376068377,0.38121130004029946,trees
CAR_10_36_closed,CAR,10,36,closed,8,11,0.8897058823529411,0.42785808810677595,trees
ITA_10_36_closed,ITA,10,36,closed,2,2,1,1.4426950408889634,trees
VGM_10_36_closed,VGM,10,36,closed,7,14,0.8235294117647058,0.4232103995986182,trees
CAR_11_36_closed,CAR,11,36,closed,8,9,0.9204545454545455,0.4426450693636593,trees
CBO_11_36_closed,CBO,11,36,closed,12,15,0.8928571428571428,0.3593121467695041,trees
VGM_11_36_closed,VGM,11,36,closed,7,15,0.7475083056478404,0.38414327918004615,trees
CAR_12_36_closed,CAR,12,36,closed,5,5,0.9999999999999998,0.6213349345596118,trees
CBO_12_36_closed,CBO,12,36,closed,1,1,1,0,trees
ITA_12_36_closed,ITA,12,36,closed,3,3,1,0.9102392266268373,trees
VGM_12_36_closed,VGM,12,36,closed,11,16,0.6124401913875598,0.25540739761867715,trees
CAR_14_36_closed,CAR,14,36,closed,6,7,0.9074074074074074,0.50643371668539106,trees
CBO_14_36_closed,CBO,14,36,closed,9,15,0.8620689655172414,0.3923444942357058,trees
ITA_14_36_closed,ITA,14,36,closed,3,4,0.8888888888888888,0.8091015347794109,trees
VGM_14_36_closed,VGM,14,36,closed,5,7,0.7538461538461539,0.46839095066801517,trees
CAR_15_36_closed,CAR,15,36,closed,6,18,0.47368421052631576,0.264368191524275,trees
CBO_15_36_closed,CBO,15,36,closed,4,7,0.6447368421052632,0.4650793223918369,trees
ITA_15_36_closed,ITA,15,36,closed,8,19,0.39933628318584075,0.19204015846641442,trees
VGM_15_36_closed,VGM,15,36,closed,6,10,0.6944444444444443,0.3875768239939216,trees
CAR_1_42_closed,CAR,1,42,closed,9,10,0.9259259259259258,0.4214070493642765,trees
CBO_1_42_closed,CBO,1,42,closed,10,21,0.4454545454545455,0.19345845102963036,trees
ITA_1_42_closed,ITA,1,42,closed,7,8,0.9142857142857144,0.4698499130237721,trees
VGM_1_42_closed,VGM,1,42,closed,3,4,0.8888888888888888,0.8091015347794109,trees
CAR_2_42_closed,CAR,2,42,closed,14,17,0.8257142857142856,0.31288228430970255,trees
CBO_2_42_closed,CBO,2,42,closed,8,13,0.6035714285714285,0.29025650227408906,trees
