PlotID,Site,Treatment,Plot,Month,Time,bamboo,herb,liana,palm,shrub,tree,tree.log10,palm.log10,liana.log10,shrub.log10,herb.log10,bamboo.log10,tree.sqrt,palm.sqrt,liana.sqrt,shrub.sqrt,herb.sqrt,bamboo.sqrt,tree.cube,palm.cube,liana.cube,shrub.cube,herb.cube,bamboo.cube,bamboo.abn,herb.abn,liana.abn,palm.abn,shrub.abn,tree.abn
CAR_closed_2_p06_6,CAR,closed,2,p06,6,0,4.121951219512195,0,1,1.7999999999999998,10.714285714285714,1.0299632233774432,0,0,0.255272505103306,0.6151028478939381,0,3.2732683535398857,1,0,1.3416407864998738,2.030258904551879,0,2.204555691541846,1,0,1.21644039911468,1.6033719537534743,0,0,13,0,1,3,15
CAR_closed_2_p12_12,CAR,closed,2,p12,12,0,3.333333333333333,0,0,1.7999999999999998,9.8,0.9912260756924949,0,0,0.255272505103306,0.5228787452803375,0,3.1304951684997055,0,0,1.3416407864998738,1.8257418583505536,0,2.139974961130159,0,0,1.21644039911468,1.4938015821857216,0,0,10,0,0,3,14
CAR_closed_2_p18_18,CAR,closed,2,p18,18,0,3.5957446808510634,0,1,1.7999999999999998,10.666666666666666,1.0280287236002434,0,0,0.255272505103306,0.555788846677956,0,3.265986323710904,1,0,1.3416407864998738,1.8962448894726291,0,2.201284832596418,1,0,1.21644039911468,1.5320147579587402,0,0,13,0,1,3,16
CAR_closed_2_p24_24,CAR,closed,2,p24,24,0,3.2727272727272725,0,1,1.7999999999999998,11.571428571428573,1.063386978864393,0,0,0.255272505103306,0.5149098156090622,0,3.4016802570830453,1,0,1.3416407864998738,1.8090680674665818,0,2.2618423233874614,1,0,1.21644039911468,1.4846928094798582,0,0,12,0,2,3,18
CAR_closed_2_p30_30,CAR,closed,2,p30,30,0,3.5957446808510634,1,0,1.7999999999999998,10.939393939393941,1.0389932620277704,0,0,0.255272505103306,0.555788846677956,0,3.307475463158259,0,1,1.3416407864998738,1.8962448894726291,0,2.2198881216374255,0,1,1.21644039911468,1.5320147579587402,0,0,13,1,0,3,19
CAR_closed_2_p36_36,CAR,closed,2,p36,36,0,3.3793103448275863,1,0,1.7999999999999998,11.559999999999999,1.0629578340845103,0,0,0.255272505103306,0.5288280777935388,0,3.4,0,1,1.3416407864998738,1.8382900600361158,0,2.261097438656042,0,1,1.21644039911468,1.5006382979493782,0,0,14,1,0,3,17
CAR_closed_2_p42_42,CAR,closed,2,p42,42,0,3.813559322033898,1,0,1.6,11.559999999999999,1.0629578340845103,0,0,0.2041199826559248,0.5813305064692182,0,3.4,0,1,1.2649110640673518,1.9528336647123579,0,2.261097438656042,0,1,1.1696070952851465,1.5623446173168556,0,0,15,1,0,4,17
CAR_closed_2_p48_48,CAR,closed,2,p48,48,0,3.813559322033898,1,0,1.6,9.782608695652174,0.9904546820937696,0,0,0.2041199826559248,0.5813305064692182,0,3.1277162108561214,0,1,1.2649110640673518,1.9528336647123579,0,2.138708328717561,0,1,1.1696070952851465,1.5623446173168556,0,0,15,1,0,4,15
CAR_closed_2_p54_54,CAR,closed,2,p54,54,0,3.813559322033898,1,0,1.6,12.8,1.1072099696478683,0,0,0.2041199826559248,0.5813305064692182,0,3.5777087639996634,0,1,1.2649110640673518,1.9528336647123579,0,2.339214190570293,0,1,1.1696070952851465,1.5623446173168556,0,0,15,1,0,4,16
CAR_closed_2_p60_60,CAR,closed,2,p60,60,0,3.813559322033898,1,0,1.6,12.565217391304348,1.099170006738955,0,0,0.2041199826559248,0.5813305064692182,0,3.544745038970271,0,1,1.2649110640673518,1.9528336647123579,0,2.3248235818691594,0,1,1.1696070952851465,1.5623446173168556,0,0,15,1,0,4,17
CAR_closed_2_p66_66,CAR,closed,2,p66,66,0,3.2727272727272725,0,0,1.6,11.842105263157894,1.0734289171585334,0,0,0.2041199826559248,0.5149098156090622,0,3.4412360080584263,0,0,1.2649110640673518,1.8090680674665818,0,2.279342766291021,0,0,1.1696070952851465,1.4846928094798582,0,0,12,0,0,4,15
CAR_closed_2_p72_72,CAR,closed,2,p72,72,0,3.5957446808510634,1,0,1.6,12.8,1.1072099696478683,0,0,0.2041199826559248,0.555788846677956,0,3.5777087639996634,0,1,1.2649110640673518,1.8962448894726291,0,2.339214190570293,0,1,1.1696070952851465,1.5320147579587402,0,0,13,1,0,4,16
CAR_closed_2_p78_78,CAR,closed,2,p78,78,0,3.5957446808510634,1,0,1.6,1.5836081017428165,0.1996477149374533,0,0,0.2041199826559248,0.555788846677956,0,1.2584149163701202,0,1,1.2649110640673518,1.8962448894726291,0,1.1655991936260497,0,1,1.1696070952851465,1.5320147579587402,0,0,13,1,0,4,82
CAR_closed_2_p84_84,CAR,closed,2,p84,84,0,3.3582089552238803,1,0,1.6,15.384615384615381,1.1870866433571443,0,0,0.2041199826559248,0.526107715410536,0,3.9223227027636804,0,1,1.2649110640673518,1.8325416653445783,0,2.4871131731971623,0,1,1.1696070952851465,1.4975083010603742,0,0,15,1,0,4,20
CAR_closed_2_p90_90,CAR,closed,2,p90,90,0,3.5,1,0,1.6,14.727272727272728,1.1681223293844059,0,0,0.2041199826559248,0.5440680443502757,0,3.837612894400988,0,1,1.2649110640673518,1.8708286933869707,0,2.451173821929731,0,1,1.1696070952851465,1.5182944859378311,0,0,14,1,0,4,18
CAR_closed_2_p96_96,CAR,closed,2,p96,96,0,3.5,1,0,1.6,14.727272727272728,1.1681223293844059,0,0,0.2041199826559248,0.5440680443502757,0,3.837612894400988,0,1,1.2649110640673518,1.8708286933869707,0,2.451173821929731,0,1,1.1696070952851465,1.5182944859378311,0,0,14,1,0,4,18
CAR_closed_3_p0_0,CAR,closed,3,p0,0,0,4.840000000000001,0,1,1.7999999999999998,3.3793103448275863,0.5288280777935388,0,0,0.255272505103306,0.6848453616444126,0,1.8382900600361158,1,0,1.3416407864998738,2.2,0,1.5006382979493782,1,0,1.21644039911468,1.6915381116229842,0,0,11,0,2,3,14
CAR_closed_3_p06_6,CAR,closed,3,p06,6,0,4.840000000000001,0,1,2,3.0727272727272728,0.4875240151194297,0,0,0.3010299956639812,0.6848453616444126,0,1.7529196424044293,1,0,1.4142135623730951,2.2,0,1.4538111824232356,1,0,1.2599210498948732,1.6915381116229842,0,0,11,0,1,2,13
CAR_closed_3_p12_12,CAR,closed,3,p12,12,0,4.840000000000001,0,1,2,3.3793103448275863,0.5288280777935388,0,0,0.3010299956639812,0.6848453616444126,0,1.8382900600361158,1,0,1.4142135623730951,2.2,0,1.5006382979493782,1,0,1.2599210498948732,1.6915381116229842,0,0,11,0,1,2,14
CAR_closed_3_p18_18,CAR,closed,3,p18,18,0,4.840000000000001,0,1,2,3.3793103448275863,0.5288280777935388,0,0,0.3010299956639812,0.6848453616444126,0,1.8382900600361158,1,0,1.4142135623730951,2.2,0,1.5006382979493782,1,0,1.2599210498948732,1.6915381116229842,0,0,11,0,1,2,14
CAR_closed_3_p24_24,CAR,closed,3,p24,24,0,5.538461538461538,0,1,2,3.082191780821918,0.48885965799090664,0,0,0.3010299956639812,0.7433891441244317,0,1.7556172079419585,1,0,1.4142135623730951,2.3533936216582085,0,1.4553023121070914,1,0,1.2599210498948732,1.769279238650804,0,0,12,0,1,2,15
CAR_closed_3_p30_30,CAR,closed,3,p30,30,0,5.538461538461538,0,1,2,3.175824175824176,0.5018564504354542,0,0,0.3010299956639812,0.7433891441244317,0,1.7820842224272613,1,0,1.4142135623730951,2.3533936216582085,0,1.469892193772904,1,0,1.2599210498948732,1.769279238650804,0,0,12,0,1,2,17
CAR_closed_3_p36_36,CAR,closed,3,p36,36,0,5.538461538461538,0,1,1.7999999999999998,4.45679012345679,0.6490221830270082,0,0,0.255272505103306,0.7433891441244317,0,2.111111111111111,1,0,1.3416407864998738,2.3533936216582085,0,1.6456623286043164,1,0,1.21644039911468,1.769279238650804,0,0,12,0,2,3,19
CAR_closed_3_p42_42,CAR,closed,3,p42,42,0,5.761904761904763,0,1,2,5.388059701492538,0.7314323992048315,0,0,0.3010299956639812,0.7605660755825309,0,2.321219442769799,1,0,1.4142135623730951,2.400396792595916,0,1.7531165907208301,1,0,1.2599210498948732,1.7927594696482312,0,0,11,0,2,2,19
CAR_closed_3_p48_48,CAR,closed,3,p48,48,0,5.761904761904763,0,2,2,5.313253012048193,0.7253604970917646,0.3010299956639812,0,0.3010299956639812,0.7605660755825309,0,2.3050494597834974,1.4142135623730951,0,1.4142135623730951,2.400396792595916,0,1.7449654497416942,1.2599210498948732,0,1.2599210498948732,1.7927594696482312,0,0,11,0,2,2,21
CAR_closed_3_p54_54,CAR,closed,3,p54,54,0,5.761904761904763,0,1,2,4.569620253164557,0.6598801106152166,0,0,0.3010299956639812,0.7605660755825309,0,2.1376670117594454,1,0,1.4142135623730951,2.400396792595916,0,1.6594342017600519,1,0,1.2599210498948732,1.7927594696482312,0,0,11,0,1,2,19
CAR_closed_3_p60_60,CAR,closed,3,p60,60,0,6,0,1,2,4.569620253164557,0.6598801106152166,0,0,0.3010299956639812,0.7781512503836436,0,2.1376670117594454,1,0,1.4142135623730951,2.449489742783178,0,1.6594342017600519,1,0,1.2599210498948732,1.8171205928321397,0,0,12,0,1,2,19
CAR_closed_3_p66_66,CAR,closed,3,p66,66,0,6.759999999999998,0,1,2,5.451612903225806,0.7365250107794008,0,0,0.3010299956639812,0.8299466959416358,0,2.3348689263480735,1,0,1.4142135623730951,2.5999999999999996,0,1.759982448949656,1,0,1.2599210498948732,1.8908143891965614,0,0,13,0,1,2,13
CAR_closed_3_p72_72,CAR,closed,3,p72,72,0,6.759999999999998,0,1,2,4.5675675675675675,0.6596849805466786,0,0,0.3010299956639812,0.8299466959416358,0,2.137186834969645,1,0,1.4142135623730951,2.5999999999999996,0,1.6591856904569333,1,0,1.2599210498948732,1.8908143891965614,0,0,13,0,1,2,13
CAR_closed_3_p78_78,CAR,closed,3,p78,78,0,6.759999999999998,0,0,2,5.157894736842105,0.7124724747396659,0,0,0.3010299956639812,0.8299466959416358,0,2.2710998958306754,0,0,1.4142135623730951,2.5999999999999996,0,1.727789478119479,0,0,1.2599210498948732,1.8908143891965614,0,0,13,0,0,2,14
CAR_closed_3_p84_84,CAR,closed,3,p84,84,0,6.759999999999998,0,0,2,4.591836734693877,0.6619864380828487,0,0,0.3010299956639812,0.8299466959416358,0,2.142857142857143,0,0,1.4142135623730951,2.5999999999999996,0,1.662119122464687,0,0,1.2599210498948732,1.8908143891965614,0,0,13,0,0,2,15
CAR_closed_3_p90_90,CAR,closed,3,p90,90,0,7.199999999999999,0,0,2,5.157894736842105,0.7124724747396659,0,0,0.3010299956639812,0.8573324964312684,0,2.2710998958306754,0,0,1.4142135623730951,2.6832815729997477,0,1.727789478119479,0,0,1.2599210498948732,1.9309787692112594,0,0,12,0,0,2,14
CAR_closed_3_p96_96,CAR,closed,3,p96,96,0,7.199999999999999,0,0,2,5.157894736842105,0.7124724747396659,0,0,0.3010299956639812,0.8573324964312684,0,2.2710998958306754,0,0,1.4142135623730951,2.6832815729997477,0,1.727789478119479,0,0,1.2599210498948732,1.9309787692112594,0,0,12,0,0,2,14
CAR_closed_4_p0_0,CAR,closed,4,p0,0,0,2.909090909090909,2,1.923076923076923,1,6.333333333333334,0.8016323462331666,0.28399665636520083,0.3010299956639812,0,0.46375729316168096,0,2.5166114784235836,1.3867504905630728,1.4142135623730951,1,1.7056057308448835,0,1.8501663676371825,1.2435565865985811,1.2599210498948732,1,1.4275317110072163,0,0,8,2,5,1,19
CAR_closed_4_p06_6,CAR,closed,4,p06,6,0,2.882352941176471,2,1.6,1,6.333333333333334,0.8016323462331666,0.2041199826559248,0.3010299956639812,0,0.4597471586502398,0,2.5166114784235836,1.2649110640673518,1.4142135623730951,1,1.697749375254331,0,1.8501663676371825,1.1696070952851465,1.2599210498948732,1,1.4231446774704313,0,0,7,2,4,1,19
CAR_closed_4_p12_12,CAR,closed,4,p12,12,0,2.571428571428571,2,1.6,1,6.333333333333334,0.8016323462331666,0.2041199826559248,0.3010299956639812,0,0.4101744650890492,0,2.5166114784235836,1.2649110640673518,1.4142135623730951,1,1.6035674514745462,0,1.8501663676371825,1.1696070952851465,1.2599210498948732,1,1.3700134211888826,0,0,6,2,4,1,19
CAR_closed_4_p18_18,CAR,closed,4,p18,18,0,2.571428571428571,2,1.7999999999999998,1,6.041095890410959,0.7811157293473826,0.255272505103306,0.3010299956639812,0,0.4101744650890492,0,2.4578640911187417,1.3416407864998738,1.4142135623730951,1,1.6035674514745462,0,1.8212598339974324,1.21644039911468,1.2599210498948732,1,1.3700134211888826,0,0,6,2,3,1,21
CAR_closed_4_p24_24,CAR,closed,4,p24,24,0,3.666666666666667,2,1.923076923076923,1,4.056338028169014,0.6081341390401556,0.28399665636520083,0.3010299956639812,0,0.5642714304385626,0,2.014035259912054,1.3867504905630728,1.4142135623730951,1,1.9148542155126762,0,1.5948189216271829,1.2435565865985811,1.2599210498948732,1,1.5420216697275806,0,0,11,2,5,1,24
CAR_closed_4_p30_30,CAR,closed,4,p30,30,0,3.2727272727272725,2,1.6896551724137931,1,3.2374100719424463,0.5101977135212487,0.2277980821295576,0.3010299956639812,0,0.5149098156090622,0,1.7992804317122015,1.299867367239363,1.4142135623730951,1,1.8090680674665818,0,1.4793328609856267,1.1910574063943058,1.2599210498948732,1,1.4846928094798582,0,0,12,2,7,1,30
CAR_closed_4_p36_36,CAR,closed,4,p36,36,0,2.5280898876404496,2,1.923076923076923,1,2.362255965292842,0.37332695436612684,0.28399665636520083,0.3010299956639812,0,0.40279251146644973,0,1.5369632283476538,1.3867504905630728,1.4142135623730951,1,1.58999682000954,0,1.3318101429622358,1.2435565865985811,1.2599210498948732,1,1.3622730671877474,0,0,15,2,5,1,33
CAR_closed_4_p42_42,CAR,closed,4,p42,42,0,2.3703703703703702,2,1.6,1,1.9356568364611262,0.28682836576095155,0.2041199826559248,0.3010299956639812,0,0.3748162098248998,0,1.3912788492826038,1.2649110640673518,1.4142135623730951,1,1.539600717839002,0,1.2462622932232041,1.1696070952851465,1.2599210498948732,1,1.3333333333333333,0,0,16,2,4,1,38
CAR_closed_4_p48_48,CAR,closed,4,p48,48,0,2.24031007751938,2,1,1,1.7513513513513514,0.24337328180359835,0,0.3010299956639812,0,0.3503081324572989,0,1.323386319768854,1,1.4142135623730951,1,1.4967665407535604,0,1.2053812378995763,1,1.2599210498948732,1,1.3084868953450308,0,0,17,2,3,1,36
CAR_closed_4_p54_54,CAR,closed,4,p54,54,0,2.5280898876404496,3,1,1,1.923076923076923,0.28399665636520083,0,0.47712125471966244,0,0.40279251146644973,0,1.3867504905630728,1,1.7320508075688772,1,1.58999682000954,0,1.2435565865985811,1,1.4422495703074083,1,1.3622730671877474,0,0,15,3,3,1,35
CAR_closed_4_p60_60,CAR,closed,4,p60,60,0,2.7222222222222223,3,1,1,1.9084065244667503,0.28067089265688605,0,0.47712125471966244,0,0.4349235749252076,0,1.3814508766028382,1,1.7320508075688772,1,1.6499158227686108,0,1.2403863096718468,1,1.4422495703074083,1,1.396286454706676,0,0,14,3,3,1,39
CAR_closed_4_p66_66,CAR,closed,4,p66,66,0,2.4492753623188404,3,1,1,2.047106325706595,0.3111404002924231,0,0.47712125471966244,0,0.38903761387641816,0,1.4307712345817534,1,1.7320508075688772,1,1.5650160901149996,0,1.2697360986177204,1,1.4422495703074083,1,1.3479668274112315,0,0,13,3,2,1,39
CAR_closed_4_p72_72,CAR,closed,4,p72,72,0,2.8000000000000003,3,1,1,2.2562499999999996,0.3533872192497331,0,0.47712125471966244,0,0.44715803134221926,0,1.50208188857998,1,1.7320508075688772,1,1.6733200530681511,0,1.31158288160429,1,1.4422495703074083,1,1.4094597464129783,0,0,14,3,2,1,38
CAR_closed_4_p78_78,CAR,closed,4,p78,78,0,2.586206896551724,3,1.7999999999999998,1,2.2562499999999996,0.3533872192497331,0.255272505103306,0.47712125471966244,0,0.41266326549274396,0,1.50208188857998,1.3416407864998738,1.7320508075688772,1,1.6081688022566922,0,1.31158288160429,1.21644039911468,1.4422495703074083,1,1.3726329560973354,0,0,15,3,3,1,38
CAR_closed_4_p84_84,CAR,closed,4,p84,84,0,3.082191780821918,3,2,1,2.2011577424023154,0.34265116667879997,0.3010299956639812,0.47712125471966244,0,0.48885965799090664,0,1.4836299209716401,1.4142135623730951,1.7320508075688772,1,1.7556172079419585,0,1.3008195507622073,1.2599210498948732,1.4422495703074083,1,1.4553023121070914,0,0,15,3,4,1,39
CAR_closed_4_p90_90,CAR,closed,4,p90,90,0,3.082191780821918,3,2,1,2.1424100156494528,0.3309025899755899,0.3010299956639812,0.47712125471966244,0,0.48885965799090664,0,1.4636973784390859,1.4142135623730951,1.7320508075688772,1,1.7556172079419585,0,1.289142313042931,1.2599210498948732,1.4422495703074083,1,1.4553023121070914,0,0,15,3,2,1,37
CAR_closed_4_p96_96,CAR,closed,4,p96,96,0,3.176470588235294,3,2,1,2.1424100156494528,0.3309025899755899,0.3010299956639812,0.47712125471966244,0,0.5019448384446945,0,1.4636973784390859,1.4142135623730951,1.7320508075688772,1,1.7822655773580136,0,1.289142313042931,1.2599210498948732,1.4422495703074083,1,1.4699919150889338,0,0,18,3,2,1,37
CAR_closed_5_p0_0,CAR,closed,5,p0,0,0,2.882352941176471,0,1,1,4,0.6020599913279624,0,0,0,0.4597471586502398,0,2,1,0,1,1.697749375254331,0,1.5874010519681994,1,0,1,1.4231446774704313,0,0,7,0,1,32,4
CAR_closed_5_p06_6,CAR,closed,5,p06,6,0,3.5555555555555554,0,2,1,3.571428571428571,0.5528419686577808,0.3010299956639812,0,0,0.5509074688805811,0,1.889822365046136,1.4142135623730951,0,1,1.8856180831641267,0,1.5285535436643993,1.2599210498948732,0,1,1.5262856567377758,0,0,8,0,2,32,5
CAR_closed_5_p12_12,CAR,closed,5,p12,12,0,3.5555555555555554,0,2,1,3.571428571428571,0.5528419686577808,0.3010299956639812,0,0,0.5509074688805811,0,1.889822365046136,1.4142135623730951,0,1,1.8856180831641267,0,1.5285535436643993,1.2599210498948732,0,1,1.5262856567377758,0,0,8,0,2,32,5
CAR_closed_5_p18_18,CAR,closed,5,p18,18,0,3.5555555555555554,0,2,1,3.571428571428571,0.5528419686577808,0.3010299956639812,0,0,0.5509074688805811,0,1.889822365046136,1.4142135623730951,0,1,1.8856180831641267,0,1.5285535436643993,1.2599210498948732,0,1,1.5262856567377758,0,0,8,0,2,32,5
CAR_closed_5_p24_24,CAR,closed,5,p24,24,0,3.24,0,2,1,3.571428571428571,0.5528419686577808,0.3010299956639812,0,0,0.5105450102066121,0,1.889822365046136,1.4142135623730951,0,1,1.8,0,1.5285535436643993,1.2599210498948732,0,1,1.479727244598282,0,0,9,0,2,31,5
CAR_closed_5_p30_30,CAR,closed,5,p30,30,0,3.24,0,2,1,3.571428571428571,0.5528419686577808,0.3010299956639812,0,0,0.5105450102066121,0,1.889822365046136,1.4142135623730951,0,1,1.8,0,1.5285535436643993,1.2599210498948732,0,1,1.479727244598282,0,0,9,0,2,32,5
CAR_closed_5_p36_36,CAR,closed,5,p36,36,0,3.789473684210526,0,1.7999999999999998,1,4.999999999999999,0.6989700043360187,0.255272505103306,0,0,0.5785788954784394,0,2.2360679774997894,1.3416407864998738,0,1,1.9466570535691503,0,1.7099759466766968,1.21644039911468,0,1,1.5590485218356682,0,0,12,0,3,36,5
CAR_closed_5_p42_42,CAR,closed,5,p42,42,0,3.789473684210526,0,1.7999999999999998,1,4.999999999999999,0.6989700043360187,0.255272505103306,0,0,0.5785788954784394,0,2.2360679774997894,1.3416407864998738,0,1,1.9466570535691503,0,1.7099759466766968,1.21644039911468,0,1,1.5590485218356682,0,0,12,0,3,40,5
CAR_closed_5_p48_48,CAR,closed,5,p48,48,0,3.9302325581395343,0,1.7999999999999998,1,4.999999999999999,0.6989700043360187,0.255272505103306,0,0,0.5944182490340869,0,2.2360679774997894,1.3416407864998738,0,1,1.9824814143238605,0,1.7099759466766968,1.21644039911468,0,1,1.5781177926063519,0,0,13,0,3,39,5
CAR_closed_5_p54_54,CAR,closed,5,p54,54,0,3.62962962962963,0,1.7999999999999998,1,4.999999999999999,0.6989700043360187,0.255272505103306,0,0,0.5598623115335076,0,2.2360679774997894,1.3416407864998738,0,1,1.905158688831361,0,1.7099759466766968,1.21644039911468,0,1,1.5368120973528157,0,0,14,0,3,38,5
CAR_closed_5_p60_60,CAR,closed,5,p60,60,0,3.3582089552238803,0,1.7999999999999998,1,4.999999999999999,0.6989700043360187,0.255272505103306,0,0,0.526107715410536,0,2.2360679774997894,1.3416407864998738,0,1,1.8325416653445783,0,1.7099759466766968,1.21644039911468,0,1,1.4975083010603742,0,0,15,0,3,39,5
CAR_closed_5_p66_66,CAR,closed,5,p66,66,0,3.3137254901960778,0,1.6,1,4,0.6020599913279624,0.2041199826559248,0,0,0.5203165285157371,0,2,1.2649110640673518,0,1,1.8203641092364125,0,1.5874010519681994,1.1696070952851465,0,1,1.4908667974512797,0,0,13,0,4,37,4
CAR_closed_5_p72_72,CAR,closed,5,p72,72,0,3.3137254901960778,0,1.6,1,4,0.6020599913279624,0.2041199826559248,0,0,0.5203165285157371,0,2,1.2649110640673518,0,1,1.8203641092364125,0,1.5874010519681994,1.1696070952851465,0,1,1.4908667974512797,0,0,13,0,4,36,4
CAR_closed_5_p78_78,CAR,closed,5,p78,78,0,3.3137254901960778,0,1.6,1,4,0.6020599913279624,0.2041199826559248,0,0,0.5203165285157371,0,2,1.2649110640673518,0,1,1.8203641092364125,0,1.5874010519681994,1.1696070952851465,0,1,1.4908667974512797,0,0,13,0,4,36,4
