site,treatment,plot,PlotID,Species,abundances,month,time
CAR,closed,1,CAR_closed_1_p54,Myrcia strigipes,1,p54,54
CAR,closed,1,CAR_closed_1_p54,Sloanea guianensis,1,p54,54
CAR,closed,1,CAR_closed_1_p60,Astrocaryum aculeatissimum,1,p60,60
CAR,closed,1,CAR_closed_1_p60,Chionanthus filiformis,1,p60,60
CAR,closed,1,CAR_closed_1_p60,Eugenia cuprea,1,p60,60
CAR,closed,1,CAR_closed_1_p60,Euterpe edulis,10,p60,60
CAR,closed,1,CAR_closed_1_p60,Guapira opposita,1,p60,60
CAR,closed,1,CAR_closed_1_p60,Mollinedia schottiana,2,p60,60
CAR,closed,1,CAR_closed_1_p60,Myrcia strigipes,1,p60,60
CAR,closed,1,CAR_closed_1_p60,Sloanea guianensis,1,p60,60
CAR,closed,1,CAR_closed_1_p66,Astrocaryum aculeatissimum,1,p66,66
CAR,closed,1,CAR_closed_1_p66,Chionanthus filiformis,1,p66,66
CAR,closed,1,CAR_closed_1_p66,Eugenia cuprea,1,p66,66
CAR,closed,1,CAR_closed_1_p66,Euterpe edulis,7,p66,66
CAR,closed,1,CAR_closed_1_p66,Guapira opposita,1,p66,66
CAR,closed,1,CAR_closed_1_p66,Mollinedia schottiana,1,p66,66
CAR,closed,1,CAR_closed_1_p66,Myrcia strigipes,1,p66,66
CAR,closed,1,CAR_closed_1_p66,Sloanea guianensis,1,p66,66
CAR,closed,1,CAR_closed_1_p72,Astrocaryum aculeatissimum,1,p72,72
CAR,closed,1,CAR_closed_1_p72,Chionanthus filiformis,1,p72,72
CAR,closed,1,CAR_closed_1_p72,Eugenia cuprea,1,p72,72
CAR,closed,1,CAR_closed_1_p72,Euterpe edulis,7,p72,72
CAR,closed,1,CAR_closed_1_p72,Guapira opposita,1,p72,72
CAR,closed,1,CAR_closed_1_p72,Mollinedia schottiana,1,p72,72
CAR,closed,1,CAR_closed_1_p72,Myrcia strigipes,1,p72,72
CAR,closed,1,CAR_closed_1_p72,Sloanea guianensis,1,p72,72
CAR,closed,1,CAR_closed_1_p78,Astrocaryum aculeatissimum,1,p78,78
CAR,closed,1,CAR_closed_1_p78,Chionanthus filiformis,1,p78,78
CAR,closed,1,CAR_closed_1_p78,Eugenia cuprea,1,p78,78
CAR,closed,1,CAR_closed_1_p78,Euterpe edulis,7,p78,78
CAR,closed,1,CAR_closed_1_p78,Guapira opposita,1,p78,78
CAR,closed,1,CAR_closed_1_p78,Mollinedia schottiana,1,p78,78
CAR,closed,1,CAR_closed_1_p78,Myrcia strigipes,1,p78,78
CAR,closed,1,CAR_closed_1_p78,Sloanea guianensis,1,p78,78
CAR,closed,1,CAR_closed_1_p84,Astrocaryum aculeatissimum,1,p84,84
CAR,closed,1,CAR_closed_1_p84,Chionanthus filiformis,1,p84,84
CAR,closed,1,CAR_closed_1_p84,Eugenia cuprea,1,p84,84
CAR,closed,1,CAR_closed_1_p84,Euterpe edulis,5,p84,84
CAR,closed,1,CAR_closed_1_p84,Guapira opposita,1,p84,84
CAR,closed,1,CAR_closed_1_p84,Mollinedia schottiana,1,p84,84
CAR,closed,1,CAR_closed_1_p84,Myrcia strigipes,1,p84,84
CAR,closed,1,CAR_closed_1_p84,Sloanea guianensis,1,p84,84
CAR,closed,1,CAR_closed_1_p90,Astrocaryum aculeatissimum,1,p90,90
CAR,closed,1,CAR_closed_1_p90,Chionanthus filiformis,1,p90,90
CAR,closed,1,CAR_closed_1_p90,Eugenia cuprea,1,p90,90
CAR,closed,1,CAR_closed_1_p90,Euterpe edulis,5,p90,90
CAR,closed,1,CAR_closed_1_p90,Guapira opposita,1,p90,90
CAR,closed,1,CAR_closed_1_p90,Mollinedia schottiana,1,p90,90
CAR,closed,1,CAR_closed_1_p90,Myrcia strigipes,1,p90,90
CAR,closed,1,CAR_closed_1_p90,Sloanea guianensis,1,p90,90
CAR,closed,1,CAR_closed_1_p96,Astrocaryum aculeatissimum,1,p96,96
CAR,closed,1,CAR_closed_1_p96,Chionanthus filiformis,1,p96,96
CAR,closed,1,CAR_closed_1_p96,Eugenia cuprea,1,p96,96
CAR,closed,1,CAR_closed_1_p96,Euterpe edulis,5,p96,96
CAR,closed,1,CAR_closed_1_p96,Guapira opposita,1,p96,96
CAR,closed,1,CAR_closed_1_p96,Mollinedia schottiana,1,p96,96
CAR,closed,1,CAR_closed_1_p96,Myrcia strigipes,1,p96,96
CAR,closed,1,CAR_closed_1_p96,Sloanea guianensis,1,p96,96
CAR,closed,2,CAR_closed_2_p0,Eugenia cuprea,1,p0,0
CAR,closed,2,CAR_closed_2_p0,Euterpe edulis,1,p0,0
CAR,closed,2,CAR_closed_2_p0,Guapira opposita,1,p0,0
CAR,closed,2,CAR_closed_2_p0,Inga edulis,1,p0,0
CAR,closed,2,CAR_closed_2_p0,Lacistema pubescens,1,p0,0
CAR,closed,2,CAR_closed_2_p0,Marlierea obscura,1,p0,0
CAR,closed,2,CAR_closed_2_p0,Matayba guianensis,1,p0,0
CAR,closed,2,CAR_closed_2_p0,Maytenus robusta,1,p0,0
CAR,closed,2,CAR_closed_2_p0,Metrodorea nigra,1,p0,0
CAR,closed,2,CAR_closed_2_p0,Mollinedia schottiana,1,p0,0
CAR,closed,2,CAR_closed_2_p0,Ouratea parviflora,2,p0,0
CAR,closed,2,CAR_closed_2_p0,Sloanea guianensis,3,p0,0
CAR,closed,2,CAR_closed_2_p0,Strychnos trinervis,0,p0,0
CAR,closed,2,CAR_closed_2_p0,Tetrastylidium grandifolium,0,p0,0
CAR,closed,2,CAR_closed_2_p0,Virola bicuhyba,0,p0,0
CAR,closed,2,CAR_closed_2_p0,Virola gardneri,1,p0,0
CAR,closed,2,CAR_closed_2_p06,Eugenia cuprea,1,p06,6
CAR,closed,2,CAR_closed_2_p06,Euterpe edulis,1,p06,6
CAR,closed,2,CAR_closed_2_p06,Guapira opposita,1,p06,6
CAR,closed,2,CAR_closed_2_p06,Inga edulis,1,p06,6
CAR,closed,2,CAR_closed_2_p06,Lacistema pubescens,1,p06,6
CAR,closed,2,CAR_closed_2_p06,Marlierea obscura,1,p06,6
CAR,closed,2,CAR_closed_2_p06,Matayba guianensis,1,p06,6
CAR,closed,2,CAR_closed_2_p06,Maytenus robusta,1,p06,6
CAR,closed,2,CAR_closed_2_p06,Metrodorea nigra,1,p06,6
CAR,closed,2,CAR_closed_2_p06,Mollinedia schottiana,1,p06,6
CAR,closed,2,CAR_closed_2_p06,Ouratea parviflora,2,p06,6
CAR,closed,2,CAR_closed_2_p06,Sloanea guianensis,3,p06,6
CAR,closed,2,CAR_closed_2_p06,Strychnos trinervis,0,p06,6
CAR,closed,2,CAR_closed_2_p06,Tetrastylidium grandifolium,0,p06,6
CAR,closed,2,CAR_closed_2_p06,Virola bicuhyba,0,p06,6
CAR,closed,2,CAR_closed_2_p06,Virola gardneri,1,p06,6
CAR,closed,2,CAR_closed_2_p12,Eugenia cuprea,1,p12,12
CAR,closed,2,CAR_closed_2_p12,Euterpe edulis,0,p12,12
CAR,closed,2,CAR_closed_2_p12,Guapira opposita,1,p12,12
CAR,closed,2,CAR_closed_2_p12,Inga edulis,1,p12,12
CAR,closed,2,CAR_closed_2_p12,Lacistema pubescens,1,p12,12
CAR,closed,2,CAR_closed_2_p12,Marlierea obscura,1,p12,12
CAR,closed,2,CAR_closed_2_p12,Matayba guianensis,1,p12,12
CAR,closed,2,CAR_closed_2_p12,Maytenus robusta,1,p12,12
CAR,closed,2,CAR_closed_2_p12,Metrodorea nigra,1,p12,12
CAR,closed,2,CAR_closed_2_p12,Mollinedia schottiana,1,p12,12
CAR,closed,2,CAR_closed_2_p12,Ouratea parviflora,2,p12,12
CAR,closed,2,CAR_closed_2_p12,Sloanea guianensis,3,p12,12
CAR,closed,2,CAR_closed_2_p12,Strychnos trinervis,0,p12,12
CAR,closed,2,CAR_closed_2_p12,Tetrastylidium grandifolium,0,p12,12
CAR,closed,2,CAR_closed_2_p12,Virola bicuhyba,0,p12,12
CAR,closed,2,CAR_closed_2_p12,Virola gardneri,1,p12,12
CAR,closed,2,CAR_closed_2_p18,Eugenia cuprea,1,p18,18
CAR,closed,2,CAR_closed_2_p18,Euterpe edulis,1,p18,18
CAR,closed,2,CAR_closed_2_p18,Guapira opposita,1,p18,18
CAR,closed,2,CAR_closed_2_p18,Inga edulis,1,p18,18
CAR,closed,2,CAR_closed_2_p18,Lacistema pubescens,1,p18,18
CAR,closed,2,CAR_closed_2_p18,Marlierea obscura,1,p18,18
CAR,closed,2,CAR_closed_2_p18,Matayba guianensis,1,p18,18
CAR,closed,2,CAR_closed_2_p18,Maytenus robusta,1,p18,18
CAR,closed,2,CAR_closed_2_p18,Metrodorea nigra,1,p18,18
CAR,closed,2,CAR_closed_2_p18,Mollinedia schottiana,2,p18,18
CAR,closed,2,CAR_closed_2_p18,Ouratea parviflora,2,p18,18
CAR,closed,2,CAR_closed_2_p18,Sloanea guianensis,3,p18,18
CAR,closed,2,CAR_closed_2_p18,Strychnos trinervis,0,p18,18
CAR,closed,2,CAR_closed_2_p18,Tetrastylidium grandifolium,0,p18,18
CAR,closed,2,CAR_closed_2_p18,Virola bicuhyba,0,p18,18
CAR,closed,2,CAR_closed_2_p18,Virola gardneri,1,p18,18
CAR,closed,2,CAR_closed_2_p24,Eugenia cuprea,1,p24,24
CAR,closed,2,CAR_closed_2_p24,Euterpe edulis,2,p24,24
CAR,closed,2,CAR_closed_2_p24,Guapira opposita,1,p24,24
CAR,closed,2,CAR_closed_2_p24,Inga edulis,1,p24,24
CAR,closed,2,CAR_closed_2_p24,Lacistema pubescens,1,p24,24
CAR,closed,2,CAR_closed_2_p24,Marlierea obscura,1,p24,24
CAR,closed,2,CAR_closed_2_p24,Matayba guianensis,1,p24,24
CAR,closed,2,CAR_closed_2_p24,Maytenus robusta,1,p24,24
CAR,closed,2,CAR_closed_2_p24,Metrodorea nigra,0,p24,24
CAR,closed,2,CAR_closed_2_p24,Mollinedia schottiana,2,p24,24
CAR,closed,2,CAR_closed_2_p24,Ouratea parviflora,2,p24,24
CAR,closed,2,CAR_closed_2_p24,Sloanea guianensis,3,p24,24
CAR,closed,2,CAR_closed_2_p24,Strychnos trinervis,0,p24,24
CAR,closed,2,CAR_closed_2_p24,Tetrastylidium grandifolium,0,p24,24
CAR,closed,2,CAR_closed_2_p24,Virola bicuhyba,0,p24,24
CAR,closed,2,CAR_closed_2_p24,Virola gardneri,1,p24,24
CAR,closed,2,CAR_closed_2_p30,Eugenia cuprea,1,p30,30
CAR,closed,2,CAR_closed_2_p30,Euterpe edulis,0,p30,30
CAR,closed,2,CAR_closed_2_p30,Guapira opposita,1,p30,30
CAR,closed,2,CAR_closed_2_p30,Inga edulis,1,p30,30
CAR,closed,2,CAR_closed_2_p30,Lacistema pubescens,1,p30,30
CAR,closed,2,CAR_closed_2_p30,Marlierea obscura,1,p30,30
CAR,closed,2,CAR_closed_2_p30,Matayba guianensis,1,p30,30
CAR,closed,2,CAR_closed_2_p30,Maytenus robusta,1,p30,30
CAR,closed,2,CAR_closed_2_p30,Metrodorea nigra,0,p30,30
CAR,closed,2,CAR_closed_2_p30,Mollinedia schottiana,2,p30,30
CAR,closed,2,CAR_closed_2_p30,Ouratea parviflora,2,p30,30
CAR,closed,2,CAR_closed_2_p30,Sloanea guianensis,3,p30,30
CAR,closed,2,CAR_closed_2_p30,Strychnos trinervis,1,p30,30
CAR,closed,2,CAR_closed_2_p30,Tetrastylidium grandifolium,0,p30,30
CAR,closed,2,CAR_closed_2_p30,Virola bicuhyba,0,p30,30
CAR,closed,2,CAR_closed_2_p30,Virola gardneri,1,p30,30
CAR,closed,2,CAR_closed_2_p36,Eugenia cuprea,1,p36,36
CAR,closed,2,CAR_closed_2_p36,Euterpe edulis,0,p36,36
CAR,closed,2,CAR_closed_2_p36,Guapira opposita,1,p36,36
CAR,closed,2,CAR_closed_2_p36,Inga edulis,1,p36,36
CAR,closed,2,CAR_closed_2_p36,Lacistema pubescens,1,p36,36
CAR,closed,2,CAR_closed_2_p36,Marlierea obscura,1,p36,36
CAR,closed,2,CAR_closed_2_p36,Matayba guianensis,1,p36,36
CAR,closed,2,CAR_closed_2_p36,Maytenus robusta,1,p36,36
CAR,closed,2,CAR_closed_2_p36,Metrodorea nigra,0,p36,36
CAR,closed,2,CAR_closed_2_p36,Mollinedia schottiana,1,p36,36
CAR,closed,2,CAR_closed_2_p36,Ouratea parviflora,2,p36,36
CAR,closed,2,CAR_closed_2_p36,Sloanea guianensis,3,p36,36
CAR,closed,2,CAR_closed_2_p36,Strychnos trinervis,1,p36,36
CAR,closed,2,CAR_closed_2_p36,Tetrastylidium grandifolium,0,p36,36
CAR,closed,2,CAR_closed_2_p36,Virola bicuhyba,0,p36,36
CAR,closed,2,CAR_closed_2_p36,Virola gardneri,1,p36,36
CAR,closed,2,CAR_closed_2_p42,Eugenia cuprea,1,p42,42
CAR,closed,2,CAR_closed_2_p42,Euterpe edulis,0,p42,42
CAR,closed,2,CAR_closed_2_p42,Guapira opposita,1,p42,42
CAR,closed,2,CAR_closed_2_p42,Inga edulis,1,p42,42
CAR,closed,2,CAR_closed_2_p42,Lacistema pubescens,1,p42,42
CAR,closed,2,CAR_closed_2_p42,Marlierea obscura,1,p42,42
CAR,closed,2,CAR_closed_2_p42,Matayba guianensis,1,p42,42
CAR,closed,2,CAR_closed_2_p42,Maytenus robusta,1,p42,42
CAR,closed,2,CAR_closed_2_p42,Metrodorea nigra,0,p42,42
CAR,closed,2,CAR_closed_2_p42,Mollinedia schottiana,1,p42,42
CAR,closed,2,CAR_closed_2_p42,Ouratea parviflora,3,p42,42
CAR,closed,2,CAR_closed_2_p42,Sloanea guianensis,3,p42,42
CAR,closed,2,CAR_closed_2_p42,Strychnos trinervis,1,p42,42
CAR,closed,2,CAR_closed_2_p42,Tetrastylidium grandifolium,0,p42,42
CAR,closed,2,CAR_closed_2_p42,Virola bicuhyba,0,p42,42
CAR,closed,2,CAR_closed_2_p42,Virola gardneri,1,p42,42
CAR,closed,2,CAR_closed_2_p48,Eugenia cuprea,1,p48,48
CAR,closed,2,CAR_closed_2_p48,Euterpe edulis,0,p48,48
CAR,closed,2,CAR_closed_2_p48,Guapira opposita,0,p48,48
CAR,closed,2,CAR_closed_2_p48,Inga edulis,1,p48,48
CAR,closed,2,CAR_closed_2_p48,Lacistema pubescens,1,p48,48
CAR,closed,2,CAR_closed_2_p48,Marlierea obscura,1,p48,48
CAR,closed,2,CAR_closed_2_p48,Matayba guianensis,1,p48,48
CAR,closed,2,CAR_closed_2_p48,Maytenus robusta,1,p48,48
CAR,closed,2,CAR_closed_2_p48,Metrodorea nigra,0,p48,48
CAR,closed,2,CAR_closed_2_p48,Mollinedia schottiana,0,p48,48
CAR,closed,2,CAR_closed_2_p48,Ouratea parviflora,3,p48,48
CAR,closed,2,CAR_closed_2_p48,Sloanea guianensis,3,p48,48
CAR,closed,2,CAR_closed_2_p48,Strychnos trinervis,1,p48,48
CAR,closed,2,CAR_closed_2_p48,Tetrastylidium grandifolium,0,p48,48
CAR,closed,2,CAR_closed_2_p48,Virola bicuhyba,0,p48,48
CAR,closed,2,CAR_closed_2_p48,Virola gardneri,1,p48,48
CAR,closed,2,CAR_closed_2_p54,Eugenia cuprea,1,p54,54
CAR,closed,2,CAR_closed_2_p54,Euterpe edulis,0,p54,54
CAR,closed,2,CAR_closed_2_p54,Guapira opposita,0,p54,54
CAR,closed,2,CAR_closed_2_p54,Inga edulis,1,p54,54
CAR,closed,2,CAR_closed_2_p54,Lacistema pubescens,1,p54,54
CAR,closed,2,CAR_closed_2_p54,Marlierea obscura,1,p54,54
CAR,closed,2,CAR_closed_2_p54,Matayba guianensis,1,p54,54
CAR,closed,2,CAR_closed_2_p54,Maytenus robusta,1,p54,54
CAR,closed,2,CAR_closed_2_p54,Metrodorea nigra,0,p54,54
CAR,closed,2,CAR_closed_2_p54,Mollinedia schottiana,1,p54,54
CAR,closed,2,CAR_closed_2_p54,Ouratea parviflora,3,p54,54
CAR,closed,2,CAR_closed_2_p54,Sloanea guianensis,2,p54,54
CAR,closed,2,CAR_closed_2_p54,Strychnos trinervis,1,p54,54
CAR,closed,2,CAR_closed_2_p54,Tetrastylidium grandifolium,0,p54,54
CAR,closed,2,CAR_closed_2_p54,Virola bicuhyba,0,p54,54
CAR,closed,2,CAR_closed_2_p54,Virola gardneri,1,p54,54
CAR,closed,2,CAR_closed_2_p60,Eugenia cuprea,1,p60,60
CAR,closed,2,CAR_closed_2_p60,Euterpe edulis,0,p60,60
CAR,closed,2,CAR_closed_2_p60,Guapira opposita,0,p60,60
CAR,closed,2,CAR_closed_2_p60,Inga edulis,1,p60,60
CAR,closed,2,CAR_closed_2_p60,Lacistema pubescens,1,p60,60
CAR,closed,2,CAR_closed_2_p60,Marlierea obscura,1,p60,60
CAR,closed,2,CAR_closed_2_p60,Matayba guianensis,1,p60,60
CAR,closed,2,CAR_closed_2_p60,Maytenus robusta,1,p60,60
CAR,closed,2,CAR_closed_2_p60,Metrodorea nigra,0,p60,60
CAR,closed,2,CAR_closed_2_p60,Mollinedia schottiana,1,p60,60
CAR,closed,2,CAR_closed_2_p60,Ouratea parviflora,3,p60,60
CAR,closed,2,CAR_closed_2_p60,Sloanea guianensis,2,p60,60
CAR,closed,2,CAR_closed_2_p60,Strychnos trinervis,1,p60,60
CAR,closed,2,CAR_closed_2_p60,Tetrastylidium grandifolium,0,p60,60
CAR,closed,2,CAR_closed_2_p60,Virola bicuhyba,0,p60,60
CAR,closed,2,CAR_closed_2_p60,Virola gardneri,1,p60,60
CAR,closed,2,CAR_closed_2_p66,Eugenia cuprea,1,p66,66
CAR,closed,2,CAR_closed_2_p66,Euterpe edulis,0,p66,66
CAR,closed,2,CAR_closed_2_p66,Guapira opposita,0,p66,66
CAR,closed,2,CAR_closed_2_p66,Inga edulis,1,p66,66
CAR,closed,2,CAR_closed_2_p66,Lacistema pubescens,1,p66,66
CAR,closed,2,CAR_closed_2_p66,Marlierea obscura,1,p66,66
CAR,closed,2,CAR_closed_2_p66,Matayba guianensis,1,p66,66
CAR,closed,2,CAR_closed_2_p66,Maytenus robusta,1,p66,66
CAR,closed,2,CAR_closed_2_p66,Metrodorea nigra,0,p66,66
CAR,closed,2,CAR_closed_2_p66,Mollinedia schottiana,1,p66,66
CAR,closed,2,CAR_closed_2_p66,Ouratea parviflora,3,p66,66
CAR,closed,2,CAR_closed_2_p66,Sloanea guianensis,2,p66,66
CAR,closed,2,CAR_closed_2_p66,Strychnos trinervis,0,p66,66
CAR,closed,2,CAR_closed_2_p66,Tetrastylidium grandifolium,0,p66,66
CAR,closed,2,CAR_closed_2_p66,Virola bicuhyba,1,p66,66
CAR,closed,2,CAR_closed_2_p66,Virola gardneri,1,p66,66
CAR,closed,2,CAR_closed_2_p72,Eugenia cuprea,1,p72,72
CAR,closed,2,CAR_closed_2_p72,Euterpe edulis,0,p72,72
CAR,closed,2,CAR_closed_2_p72,Guapira opposita,0,p72,72
CAR,closed,2,CAR_closed_2_p72,Inga edulis,1,p72,72
CAR,closed,2,CAR_closed_2_p72,Lacistema pubescens,1,p72,72
CAR,closed,2,CAR_closed_2_p72,Marlierea obscura,1,p72,72
CAR,closed,2,CAR_closed_2_p72,Matayba guianensis,1,p72,72
CAR,closed,2,CAR_closed_2_p72,Maytenus robusta,1,p72,72
CAR,closed,2,CAR_closed_2_p72,Metrodorea nigra,0,p72,72
CAR,closed,2,CAR_closed_2_p72,Mollinedia schottiana,1,p72,72
CAR,closed,2,CAR_closed_2_p72,Ouratea parviflora,3,p72,72
CAR,closed,2,CAR_closed_2_p72,Sloanea guianensis,2,p72,72
CAR,closed,2,CAR_closed_2_p72,Strychnos trinervis,0,p72,72
CAR,closed,2,CAR_closed_2_p72,Tetrastylidium grandifolium,0,p72,72
CAR,closed,2,CAR_closed_2_p72,Virola bicuhyba,1,p72,72
CAR,closed,2,CAR_closed_2_p72,Virola gardneri,1,p72,72
CAR,closed,2,CAR_closed_2_p78,Eugenia cuprea,1,p78,78
CAR,closed,2,CAR_closed_2_p78,Euterpe edulis,0,p78,78
CAR,closed,2,CAR_closed_2_p78,Guapira opposita,0,p78,78
CAR,closed,2,CAR_closed_2_p78,Inga edulis,1,p78,78
CAR,closed,2,CAR_closed_2_p78,Lacistema pubescens,1,p78,78
CAR,closed,2,CAR_closed_2_p78,Marlierea obscura,1,p78,78
CAR,closed,2,CAR_closed_2_p78,Matayba guianensis,1,p78,78
CAR,closed,2,CAR_closed_2_p78,Maytenus robusta,1,p78,78
CAR,closed,2,CAR_closed_2_p78,Metrodorea nigra,0,p78,78
CAR,closed,2,CAR_closed_2_p78,Mollinedia schottiana,1,p78,78
CAR,closed,2,CAR_closed_2_p78,Ouratea parviflora,3,p78,78
CAR,closed,2,CAR_closed_2_p78,Sloanea guianensis,2,p78,78
CAR,closed,2,CAR_closed_2_p78,Strychnos trinervis,0,p78,78
CAR,closed,2,CAR_closed_2_p78,Tetrastylidium grandifolium,1,p78,78
CAR,closed,2,CAR_closed_2_p78,Virola bicuhyba,1,p78,78
CAR,closed,2,CAR_closed_2_p78,Virola gardneri,1,p78,78
CAR,closed,2,CAR_closed_2_p84,Eugenia cuprea,1,p84,84
CAR,closed,2,CAR_closed_2_p84,Euterpe edulis,0,p84,84
CAR,closed,2,CAR_closed_2_p84,Guapira opposita,0,p84,84
CAR,closed,2,CAR_closed_2_p84,Inga edulis,1,p84,84
CAR,closed,2,CAR_closed_2_p84,Lacistema pubescens,1,p84,84
CAR,closed,2,CAR_closed_2_p84,Marlierea obscura,1,p84,84
CAR,closed,2,CAR_closed_2_p84,Matayba guianensis,1,p84,84
